ID,Device ID,Vehicle Type,Trip Duration,Trip Distance,Start Time,End Time,Modified Date,Month,Hour,Day of Week,Council District (Start),Council District (End),Year,Census Tract Start,Census Tract End
6fb6ce6c-683c-4d50-8a96-e3155fe36ce6,eb122b52-281e-4058-a375-820c92074f15,scooter,255,96,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
c6dd34b4-ffcb-458c-8266-50938769a0db,0e548e8d-c8ca-4b2e-b3a0-8cd39fa450e1,scooter,406,1013,04/16/2019 09:15:00 PM,04/16/2019 09:30:00 PM,04/18/2019 03:01:10 PM,4,21,2,1,3,2019,,
1210d671-7121-48bc-aa38-38ab9bf542f8,9652a749-994f-49a8-97df-90b58032f35b,bicycle,11,0,04/16/2019 09:15:00 PM,04/16/2019 09:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
3276f5ca-28ef-4417-b7c6-8b0dd8198131,ec1d6d87-f402-4fc3-8655-aff5896796c0,bicycle,393,1142,04/16/2019 09:15:00 PM,04/16/2019 09:30:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,1,2019,,
821c50d5-31ef-4ff2-b087-c0dca89885f5,66d0216c-a43e-4e1f-ae87-58f985a2040b,scooter,931,2768,04/16/2019 09:15:00 PM,04/16/2019 09:30:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,1,2019,,
10a694a5-e366-4aff-b666-34dcb52f70ad,b60a43e0-7b19-4a86-84b7-8f3f4324d2ab,scooter,399,1415,04/18/2019 07:30:00 AM,04/18/2019 07:30:00 AM,04/18/2019 04:31:18 PM,4,7,4,3,9,2019,,
436150d5-4d44-4ec7-879f-8ba8b4d75c19,05f6033c-787f-4e10-83b5-61a3b3209a39,scooter,44,34,04/18/2019 07:30:00 AM,04/18/2019 07:30:00 AM,04/18/2019 04:31:18 PM,4,7,4,3,3,2019,,
974ec5a6-d120-40f6-85dd-1a1ad84b866b,e29e0981-c1de-414d-94e1-5c8e0af6a826,scooter,338,1126,04/16/2019 09:30:00 PM,04/16/2019 09:45:00 PM,04/18/2019 03:01:10 PM,4,21,2,1,1,2019,,
aa144275-2f95-4617-a929-59d60d567323,01203caf-e78a-43aa-b98c-eb2264e74ba4,scooter,554,1207,04/16/2019 09:30:00 PM,04/16/2019 09:45:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,1,2019,,
bf3b138f-4c03-45ad-a527-43c7fec28a71,1e57690f-6f39-4b32-900e-fc43217d9f62,bicycle,364,1899,04/16/2019 09:30:00 PM,04/16/2019 09:45:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
3ca2f925-acf8-4968-adf1-e7f108ce029a,e89b1cd6-e9a1-4f86-8253-56236b7dfed6,bicycle,805,2397,04/16/2019 09:45:00 PM,04/16/2019 09:45:00 PM,04/18/2019 03:01:10 PM,4,21,2,3,1,2019,,
b844e79c-36f2-4cbd-9e51-e8440e3b2e4e,52d9aec9-366c-4bf9-b8ae-28219d1d6629,bicycle,759,2784,04/16/2019 09:45:00 PM,04/16/2019 10:00:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
6ce0d6af-21fe-45aa-bfdb-36c20bb207d6,2d185ee4-c91f-4c59-9b58-fc775049aa2c,scooter,397,724,04/16/2019 09:45:00 PM,04/16/2019 09:45:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
15f7ccf9-ac16-4b5a-bd61-df5952df7581,3b6af11d-1fa6-4cf9-a61f-76e6ac001d57,scooter,294,563,04/16/2019 09:45:00 PM,04/16/2019 09:45:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
c54ba193-a99b-40d8-9013-15c6e98a5612,47825d34-d540-4aa5-97fb-f546e8999e34,scooter,1995,9269,04/16/2019 09:45:00 PM,04/16/2019 10:15:00 PM,04/18/2019 03:01:10 PM,4,21,2,7,1,2019,,
06b40203-28fc-446b-b182-47709c2c6da2,a6410d9a-0dc4-4f6f-b6a8-bfb9730236b7,bicycle,560,2317,04/16/2019 09:45:00 PM,04/16/2019 09:45:00 PM,04/18/2019 03:01:10 PM,4,21,2,9,9,2019,,
